model,dataset,id,input,expected_output,generated_output
flan_t5,factual,fact_0293,"As a result of decreased water, what will happen to tree rings?",Become narrow,they will become brittle
flan_t5,factual,fact_0294,Vegetables provide a lot of nutrients for,humans,vegetables
flan_t5,factual,fact_0295,A prickly pear absorbs nutrients from,below it,a sandbar
flan_t5,factual,fact_0296,If electrical current is running,the wire may be hot to the touch,if the current is running
flan_t5,factual,fact_0297,"If a wolf is unable to catch prey reliably, the wolf will",show ribs,be unable to hunt.
flan_t5,factual,fact_0298,what does a barometer do to air pressure,state its tightness,floats
flan_t5,factual,fact_0299,What is an example of reproduction occurring in adulthood?,cats are unable to produce offspring until they are sexually mature,a sperm
flan_t5,factual,fact_0300,"Because of human logging activities, some animals have to conserve their",food,habitats
flan_t5,factual,fact_0301,Humans are,Water,animals
flan_t5,factual,fact_0302,"As I search among classifications, its groupings of materials, and properties, I may be looking for",vitamins,classifications
flan_t5,factual,fact_0303,"if a person remotely controls a machine to do something, which of these is required?",these are all incorrect,a computer
flan_t5,factual,fact_0304,Thick feathers can be used for,"staying weatherproof, flexible and free of bacteria",scuba diving
flan_t5,factual,fact_0305,Disposition is the process of forming what?,Salactites,atoms
flan_t5,factual,fact_0306,"A balloon is filled with Helium, and then is opened and pressed up to someone's mouth to make a voice high, why does it do this?",gas fills the new area,it is a symphony
flan_t5,factual,fact_0307,Webbed feet aid in what,ducks chasing prey underwater,splinting
flan_t5,factual,fact_0308,The melting point of a duck would be,higher than the body temps,212 degrees Fahrenheit
flan_t5,factual,fact_0309,What shows that the Earth being tilted on its axis causes ones side of the Earth to receive less energy from the Sun than the other side?,"summer in the USA, winter in Australia",the tilt of the Earth
flan_t5,factual,fact_0310,"If a creature wishes to hunt, which senses would be avoided?",crawling,ocular
flan_t5,factual,fact_0311,Frogs bury themselves in mud in order to,retain energy,bury themselves
flan_t5,factual,fact_0312,celestial bodies are known to,circle balls of hydrogen,a planet
flan_t5,factual,fact_0313,Riding a two wheeled human powered vehicle is good for the environment because,it runs without fuel,humans are a renewable resource.
flan_t5,factual,fact_0314,If an animal is able to reproduce then,that animal has matured,a sperm is fertilized.
flan_t5,factual,fact_0315,A kid having a preference is something like,he likes blonde girls,a preference
flan_t5,factual,fact_0316,Worms are excellent decomposers because,they enjoy eating carcasses and expel waste back to earth,worms are a nutrient rich plant.
flan_t5,factual,fact_0317,Sickness has the potential to,eliminate an organism,be fatal
flan_t5,factual,fact_0318,a compass uses iron to locate the northern,axis,northern continent
flan_t5,factual,fact_0319,"When geese migrate in the late summer or early autumn, they",head to less snowy areas,migrate to the north
flan_t5,factual,fact_0320,What is the result of an object reflecting light toward the eye?,Being Seen,a pupil
flan_t5,factual,fact_0321,Two animals with similar diets living in the same environments leads to them,vying for the same prey,eat the same food
flan_t5,factual,fact_0322,What does mining change?,biological environments,the environment
flan_t5,factual,fact_0323,A car engine is a source of heat and therefore needs,radiator fluid,heat
flan_t5,factual,fact_0324,A ruler is used for measuring the length of what?,stuff,a rope
flan_t5,factual,fact_0325,Extinction is the term for an organism which..?,Zero Population,ages
flan_t5,factual,fact_0326,"A student is studying different aspects of science, and today's area is magnetic properties. The student has a magnet, and is testing which sort of objects the magnet will have an attraction to. The student is surprised that the magnet tugs itself towards",a grey stone,objects that are magnetic.
flan_t5,factual,fact_0327,Which is most likely to cause an animal to shiver?,5 degrees celsius,a cold snap
flan_t5,factual,fact_0328,"While many habitats support a great variety of life, and deserts are included, many animals",starve in deserts,are found in deserts.
flan_t5,factual,fact_0329,Moving your face further from a mirror,will make your wrinkles less obvious,is a good way to make your face look bigger.
flan_t5,factual,fact_0330,Special tissues in plants transport minerals throughout the plant such as,sugar,vascular tissues
flan_t5,factual,fact_0331,The wolf raises his family near a,den,wolf
flan_t5,factual,fact_0332,something could get wedged during winter if which of these happens?,trapped water changes physical form repeatedly,a tree falls down
flan_t5,factual,fact_0333,What is an example of the sun being directly overhead at noon?,shadows disappear at noon,a sandstorm
flan_t5,factual,fact_0334,What does gravity cause substances on a planet?,things to descend to the lowest surface possible,gravity causes substances on a planet to be pushed together
flan_t5,factual,fact_0335,The running of the bulls in mexico is a source of what type of energy for the object?,kinetic,energy
flan_t5,factual,fact_0336,a lighter object hue can lead to what?,ability to see yourself in it better,a more vibrant color
flan_t5,factual,fact_0337,"When looking at an eclipse, an important thing to remember is",avert eyes at all costs,the moon's position.
flan_t5,factual,fact_0338,"A small volcano under the sea erupts ever four years. After a few centuries, there will be",new ground to inhabit,a volcano under the sea
flan_t5,factual,fact_0339,Putting a cardboard box in a bin instead of the trash can,reduce the height of landfills,can be a good way to keep things organized.
flan_t5,factual,fact_0340,Spiders catch their prey with,a silky thread,a spherical swab
flan_t5,factual,fact_0341,Which has renewable resources?,Pacific Ocean,arid regions
flan_t5,factual,fact_0342,Which of these would let the most heat travel through?,the steel spoon in the cafeteria,a radiator
flan_t5,factual,fact_0343,The material that makes up iron nails is known as what on the table of elements?,Fe,alum
flan_t5,factual,fact_0344,An example of weathering is,a smooth river stone,a sand castle
flan_t5,factual,fact_0345,"Some people put metal tags on their dog's collars, because in darkness, these collars can",reflect light,shine.
flan_t5,factual,fact_0346,What can explain that a body of water is a source of water?,a deer drinking from a lake,a body of water is a source of water
flan_t5,factual,fact_0347,Inanimate things may be pollinators such as,wind,insects
flan_t5,factual,fact_0348,A person's shadow is smallest at what time?,12:30 pm,at night
flan_t5,factual,fact_0349,The source of a type of energy we use is a,star,solar system
flan_t5,factual,fact_0350,"if a great water traveler took inventory of their tools, which of these would be in it?",a north facing item,a boat
flan_t5,factual,fact_0351,What contains seeds,whole pumpkin,a plant
flan_t5,factual,fact_0352,To have a positive impact on the environment,take shorter showers,make sure that you use a reusable bag.
flan_t5,factual,fact_0353,"If one mineral can scratch another mineral then that other mineral is softer than that one mineral, as can be tested with",a diamond and agate,a microscope
flan_t5,factual,fact_0354,"John, who lives in Minnesota, noticed that the time between sunrise and sunset was the shortest it had been for an entire year. The month was most likely to be",January,a month away.
flan_t5,factual,fact_0355,"if a person gets some fruit wine for a gift, how can they measure its volume?",they can use a cylinder with unit markings,a bottle
flan_t5,factual,fact_0356,Absorbing sun rays,raises the Fahrenheit of an object,absorbing
flan_t5,factual,fact_0357,What did some ancient societies use to reflect light?,rocks,a mirror
flan_t5,factual,fact_0358,To positively impact the environment,scrap metal from old buildings is processed to be used for new construction,make sure that the environment is clean and safe.
flan_t5,factual,fact_0359,A skill some humans have is,talking,slicing
flan_t5,factual,fact_0360,A switch is used to stop the flow of currents which causes Joule heating in,electrical circuit.,a room
flan_t5,factual,fact_0361,"Birds eat nuts, but sometimes they eat",bugs,nuts in the trough
flan_t5,factual,fact_0362,air masses are pushed by westerlies but stopped by,meandering air currents,a sandstorm
flan_t5,factual,fact_0363,An example of conservation is avoiding,oil,a forest fire
flan_t5,factual,fact_0364,"After a long winter's hibernation, a female bear and her two cubs exit their cave and begin to search for food. One place they check is",berry bushes,the cave
flan_t5,factual,fact_0365,Which is a complete circuit?,a refrigerator that is running,a circuit of a meter
flan_t5,factual,fact_0366,Pressing your appendages against an object can allow one to,sense differences in material makeup,grasp it.
flan_t5,factual,fact_0367,"if a student needs to travel with their lunch for long distances, which of these would have the freshest meal?",a student with food containing preservatives,a sandwich
